x,y
0.136,0.038
0.252,0.040
0.177,0.039
0.379,0.042
0.505,0.046
0.757,0.053
1.266,0.076
1.778,0.114
2.539,0.296
3.784,0.729
5.053,1.095
7.562,1.664
12.603,2.350
17.620,2.748
25.207,3.027
50.123,3.667
